iter	Logloss
232	0.2151658091
233	0.2146261841
234	0.2141725751
235	0.2137956695
236	0.2135822993
237	0.213444733
238	0.2134039378
239	0.2126580637
240	0.2118631681
241	0.2117562353
242	0.2107405438
243	0.2098766791
244	0.2095724782
245	0.20919529
246	0.2090282299
247	0.2087488411
248	0.2084996356
249	0.20807291
250	0.2079269337
251	0.207501044
252	0.2071063442
253	0.2067857934
254	0.2066326318
255	0.2064971222
256	0.206133166
257	0.2060186211
258	0.2058189813
259	0.2055831052
260	0.2054254467
261	0.2051653193
262	0.2049095438
263	0.2045925125
264	0.2043064365
265	0.2041086193
266	0.2038328738
267	0.2036654756
268	0.2034042087
269	0.2029928795
270	0.2029050602
271	0.2027247874
272	0.2026302893
273	0.2021909858
274	0.2019834929
275	0.2016218797
276	0.2013401524
277	0.2010534059
278	0.2010345031
279	0.200670894
280	0.2004248189
281	0.2002463544
282	0.1998225662
283	0.1995388134
284	0.199197399
285	0.1988384717
286	0.1984243342
287	0.1980654548
288	0.1977483947
289	0.1975420992
290	0.1973583303
291	0.1969421375
292	0.1964430499
293	0.1961803565
294	0.1957007692
295	0.1956046359
296	0.1953323519
297	0.1952327636
298	0.1950699175
299	0.1949043882
300	0.1946231838
301	0.1944341785
302	0.1942677032
303	0.193749052
304	0.1934315351
305	0.1932051483
306	0.1928727948
307	0.1927673696
308	0.1925617931
309	0.1924661552
310	0.1923724873
311	0.1918151695
312	0.1916713648
313	0.1912100994
314	0.1909869569
315	0.1904993473
316	0.1899196193
317	0.1899022573
318	0.1897399268
319	0.1895972746
320	0.1894954895
321	0.1894926814
322	0.1891703531
323	0.1889539402
324	0.188566101
325	0.1883444041
326	0.188166714
327	0.1877923795
328	0.1877243841
329	0.1873775652
330	0.187244065
331	0.1869602475
332	0.1865710529
333	0.1864641978
334	0.1863776722
335	0.1863128604
336	0.1859424156
337	0.1858454387
338	0.1855511547
339	0.1853914149
340	0.1852241331
341	0.184993856
342	0.1846854626
343	0.1843515098
344	0.1842130663
345	0.184039097
346	0.1837867508
347	0.1837755427
348	0.1834132079
349	0.1832566316
350	0.18318931
351	0.1831240958
352	0.1830111518
353	0.1824440169
354	0.1821262355
355	0.1818492903
356	0.1816257747
357	0.1815520511
358	0.1810676777
359	0.1810547165
360	0.1806131304
361	0.180225606
362	0.1802143523
363	0.1797853376
364	0.1796505097
365	0.1794508026
366	0.1793563847
367	0.1792066998
368	0.1788280822
369	0.1788136432
370	0.1787412025
371	0.1786171635
372	0.1782703662
373	0.1778024167
374	0.1772738089
375	0.1769505343
376	0.1766754828
377	0.1761416735
378	0.1758799711
379	0.1757722457
380	0.1756438111
381	0.1754398106
382	0.1752414084
383	0.1751831877
384	0.1750987618
385	0.1749217354
386	0.1747288928
387	0.1746215307
388	0.1744788787
389	0.1742185339
390	0.1741498804
391	0.1738024487
392	0.1735788781
393	0.1734592894
394	0.1730519599
395	0.1727860062
396	0.1727200148
397	0.1723686396
398	0.171993845
399	0.1719002928
400	0.1718161305
401	0.1717140713
402	0.1715988016
403	0.1713927672
404	0.1712822011
405	0.1711000196
406	0.1709254645
407	0.1708510104
408	0.1707716214
409	0.1705035136
410	0.17020149
411	0.1700822945
412	0.1699609752
413	0.1696740008
414	0.1696207088
415	0.1692902978
416	0.1692214177
417	0.1692117515
418	0.1691818429
419	0.1689548316
420	0.1688956458
421	0.1688670113
422	0.16862659
423	0.1684759425
424	0.1683351568
425	0.1679625888
426	0.1678903051
427	0.1678691594
428	0.1677947472
429	0.1676153445
430	0.1676058696
431	0.1668341029
432	0.1667473978
433	0.1664508782
434	0.1659932818
435	0.1656797013
436	0.1653018041
437	0.1650617855
438	0.1649589977
439	0.1648619285
440	0.164745911
441	0.1644830133
442	0.1642492439
443	0.1639547734
444	0.1638875107
445	0.1637880809
446	0.1637291389
447	0.1635027662
448	0.1634523609
449	0.1633705097
450	0.1631721678
451	0.1631461977
452	0.1628931514
453	0.1624230785
454	0.1623262784
455	0.1618707148
456	0.1618265815
457	0.1617594927
458	0.1615172608
459	0.161260201
460	0.1612457145
461	0.1611597425
462	0.1611518169
463	0.1609881952
464	0.1608861269
465	0.1607836393
466	0.1607314733
467	0.1606373149
468	0.1604159809
469	0.160248751
470	0.1600976391
471	0.1597284555
472	0.1595869599
473	0.1593138527
474	0.1592512472
475	0.1592004606
476	0.158993318
477	0.1589679658
478	0.1589544158
479	0.1589124019
480	0.1588799654
481	0.1587626545
482	0.1585802273
483	0.1584810816
484	0.1584328149
485	0.1582677498
486	0.1582161079
487	0.1580935175
488	0.1579033628
489	0.1577167968
490	0.1575534949
491	0.157477122
492	0.1574733839
493	0.1573524691
494	0.1571578051
495	0.1568855467
496	0.156579266
497	0.1565505174
498	0.1563921468
499	0.1563672502
